Entity,Code,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
South Africa,ZAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21984.0,36640.0,47632.0,47632.0,80608.0,131904.0,296784.0,296784.0,479984.0,1799024.0,2432896.0,3337904.0,4257568.0,4777856.0,6049264.0,5517984.0,2330304.0,3909488.0,5825760.0,7782336.0,8767952.0,10028368.0,11464656.0,12651792.0,13007200.0,14974768.0,16978976.0,16341440.0,17349040.0,18983184.0,18400608.0,18510528.0,21811792.0,23339680.0,22222160.0,23138160.0,25666320.0,25413504.0,21786144.0,26443088.0,27776784.0,28952928.0,30429520.0,29561152.0,29623440.0,30768816.0,28722096.0,25567392.0,23455768.0,25331648.0,28870568.0,32156788.0,35251944.0,36816148.0,38699296.0,40157270.0,41517090.0,44327200.0,48423256.0,48764124.0,54567100.0,55868090.0,56043452.0,55834308.0,57098150.0,60586070.0,61031116.0,65141676.0,70882900.0,70996070.0,73897810.0,82936184.0,87262800.0,89651520.0,96253280.0,94472870.0,97843510.0,102119840.0,105669990.0,109725150.0,119546024.0,128140050.0,128234880.0,133760120.0,137953740.0,143142850.0,149618180.0,168403490.0,171553580.0,173352220.0,176544290.0,185001220.0,192905020.0,199734600.0,201875890.0,218667170.0,228197800.0,257075260.0,280433300.0,291902080.0,315593000.0,323861340.0,330497100.0,328664700.0,342654700.0,340711040.0,312930240.0,326026700.0,301325400.0,320345300.0,338697570.0,361693600.0,363732320.0,385222750.0,377262460.0,374891000.0,378306880.0,371623970.0,356523140.0,404409660.0,449306980.0,416201200.0,446770020.0,465044600.0,495170850.0,480572480.0,462999680.0,465907840.0,458954200.0,458628220.0,471866000.0,446221020.0,456972860.0,439380130.0,435237200.0,465429250.0,434828640.0,425627700.0,404053980.0
South Korea,KOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771.0,,,,8292.0,10413.0,12342.0,15427.0,17934.0,25648.0,32012.0,26612.0,,26227.0,31048.0,40304.0,43389.0,44354.0,53032.0,55731.0,88900.0,95457.0,98928.0,113970.0,130940.01,123419.0,130747.01,154081.0,181657.0,241584.0,284151.0,333496.0,356810.0,477477.0,623204.0,801645.0,893930.0,986907.0,956392.0,1010473.0,3634.0,487282.0,897620.0,1670725.0,2176327.0,2183685.0,2923842.0,3462331.0,4693406.0,5158674.0,6444738.0,7554990.0,8214302.0,9008587.0,11221376.0,12540118.0,14448706.0,17261588.0,21083172.0,22195154.0,24978308.0,29982234.0,35113236.0,37197144.0,42468220.0,53716350.0,58533736.0,60247064.0,72974630.0,75550510.0,81665790.0,93104550.0,105459704.0,113119300.0,132874240.0,134524430.0,139589740.0,140781900.0,149133600.0,160700450.0,168757680.0,176297250.0,185358380.0,210953460.0,223510380.0,250510830.0,275688220.0,299905440.0,330173950.0,355694820.0,383665470.0,420996060.0,444967600.0,378037800.0,410518800.0,439980670.0,455630660.0,476064900.0,485212800.0,491389440.0,498688300.0,503478180.0,521708740.0,532650750.0,537819840.0,594339140.0,623442800.0,627943040.0,634580700.0,629366460.0,634177300.0,637914050.0,654537300.0,670168700.0,646102200.0,597634300.0,616075000.0,600999360.0
South Sudan,SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45768.0,60109.0,63161.0,69263.0,68042.0,77196.0,74755.0,96114.0,107403.0,113811.0,113201.0,115337.0,123575.0,139746.0,154697.0,201992.0,219994.0,265152.0,258439.0,348146.0,403983.0,414662.0,447616.0,451582.0,472941.0,352722.0,312446.0,316718.0,286206.0,297190.0,311836.0,302987.0,318549.0,325261.0,291698.0,338992.0,353638.0,278883.0,403373.0,312751.0,433885.0,406424.0,363402.0,250506.02,344484.0,356079.0,367368.0,449752.0,389947.0,422901.0,459821.0,529084.0,674322.0,753349.0,951984.0,912013.0,998668.0,1173199.0,1239105.0,1290671.0,1313250.0,1281212.0,1330032.0,1443616.0,1520560.0,1912608.0,1703760.0,1454608.0,1736736.0,1780704.0,1692768.0,1844134.0,1833605.0
Spain,ESP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3664.0,3664.0,3664.0,3664.0,3664.0,3664.0,21984.0,36640.0,25648.0,47632.0,36640.0,102592.0,142896.0,172208.0,201520.0,274800.0,282128.0,260144.0,293120.0,326096.0,494640.0,509296.0,534944.0,652192.0,549600.0,553264.0,754784.0,850048.0,1150496.0,1630480.0,1930928.0,2004208.1,2187408.0,2432896.0,2333968.0,2304656.0,2290000.0,2557472.0,2660064.0,2638080.0,3074096.0,2938528.0,3260960.0,3136384.0,3118064.0,3290272.0,3568736.0,3781248.0,3755600.0,3971776.0,4415120.0,4931744.0,5382416.0,5902704.0,5869728.0,5759808.0,6093232.0,6140864.0,6433984.0,6822368.0,7338992.0,7939888.0,8298959.5,8119424.0,8734976.0,8603072.0,9302896.0,9544720.0,9372512.0,10625600.0,11219168.0,11805408.0,12336688.0,12175472.0,12992544.0,13571456.0,13860912.0,14095408.0,14784240.0,15165296.0,14894160.0,14729280.0,15982368.0,17418656.0,17301408.0,15311856.0,17865664.0,15850464.0,16733488.0,15927408.0,14055104.0,14846528.0,14941792.0,17213472.0,18389616.0,19052800.0,18378624.0,21445392.0,21508768.0,23969846.0,23636364.0,22530666.0,21175820.0,18706372.0,20245432.0,22454852.0,8054700.0,5245303.0,13220969.0,15713746.0,21618628.0,21508380.0,23058224.0,23849440.0,25790766.0,28267302.0,28086876.0,31171814.0,32713764.0,35755212.0,33035424.0,33115140.0,37602650.0,38931492.0,39724348.0,40271840.0,42333068.0,50213350.0,55872810.0,52078930.0,48865572.0,53606856.0,59975850.0,58742904.0,64323810.0,71020450.0,77617016.0,86393976.0,97017230.0,96736940.0,116766490.0,128458560.0,144716260.0,154957340.0,172665700.0,181053620.0,197745940.0,194829090.0,199513870.0,202746540.0,213911900.0,206096210.0,208598540.0,203435150.0,197667200.0,199931400.0,189112670.0,189508060.0,197457900.0,224885400.0,230500240.0,240230740.0,248631800.0,240046060.0,252300020.0,266034880.0,253497860.0,265832160.0,274604900.0,298074660.0,310071230.0,311808500.0,331949760.0,336332200.0,353010940.0,368338140.0,359653400.0,367399070.0,335887260.0,296500300.0,282937100.0,283799330.0,278060400.0,251940320.0,254179710.0,270767460.0,259629390.0,273592200.0,268600500.0,250660800.0,213625420.0,230269460.0,245613820.0
Sri Lanka,LKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1626816.0,1545941.0,1938019.0,2066229.1,1784041.0,1663159.0,1417611.0,2319104.0,1948922.0,2055116.9,2256667.0,2333641.0,2560779.0,2531527.0,2271383.0,2656043.0,2659737.0,2945083.0,3238085.0,4315063.0,3593077.0,3193463.0,3537879.0,3684292.0,2929301.0,2892985.0,2798767.0,2911038.0,3435544.0,3809016.0,3388599.0,4005570.0,4466889.0,4854898.0,3852101.0,3916566.0,3660301.0,4026917.0,3456638.0,3447011.0,3830820.0,4138236.0,5106336.0,4975431.0,5435205.0,5814277.0,6970579.0,7520293.0,7735926.0,8516617.0,10134099.0,10326369.0,10948020.0,10953041.0,12147363.0,11935225.0,11792541.0,12151910.0,11987291.0,12944645.0,13050987.0,14886152.0,15798102.0,14510512.0,17420012.0,19687388.0,22986968.0,22872902.0,20096860.0,21232160.0,20624664.0,20118602.0,17327094.0
Sudan,SDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503831.97,661699.0,695287.0,762465.0,749030.0,849586.0,822719.0,1057864.0,1182049.0,1252543.0,1245785.0,1269408.0,1360032.0,1538006.0,1702685.0,2223333.0,2421441.0,2918465.0,2844525.0,3831969.0,4446688.0,4564138.0,4926986.0,4970518.0,5205350.0,3882219.0,3438346.0,3484414.0,3146820.0,3266850.0,3427041.0,3329950.0,3498865.0,3571019.0,3201609.0,3720366.0,3883377.0,3061183.0,4429775.0,3430803.0,4768885.0,4466480.0,3989272.0,2746330.0,3826378.0,3950587.0,4083693.0,5007637.0,4359354.0,4739299.0,5276282.0,5999928.0,7611157.0,8490251.0,10834315.0,10527797.0,11511440.0,13524735.0,14137632.0,14762170.0,15026002.0,14668431.0,15213422.0,17007858.0,17535624.0,21189514.0,20037700.0,20493030.0,21754658.0,21772508.0,20527464.0,22185106.0,22013348.0
Suriname,SUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212512.0,234496.0,267472.0,311440.0,337088.0,311440.0,340752.0,373728.0,318768.0,366400.0,432352.0,428688.0,494640.0,531280.0,604560.0,795088.0,1095536.0,1333696.0,1450944.0,1520560.0,1608496.0,1714544.0,1743826.0,2106562.0,1600990.0,2018745.0,1996528.0,1897527.0,2391861.0,2292768.0,2369417.0,2028322.0,1870567.0,1372057.0,1552032.0,1595856.0,1756928.0,1756784.0,1873888.0,1851760.0,1737368.0,2023142.1,2030452.0,2037761.9,2042253.0,2060550.9,2082514.0,2104476.0,2104454.0,2122753.0,2192347.0,2362832.0,1560114.0,1537767.0,1555785.0,1588520.0,1738560.0,1756384.0,1931568.0,1990704.0,2370056.0,2755048.0,2492080.0,3147388.0,3200660.0,2713354.0,2920766.0,2426406.0,2089318.0,2635797.0,2917944.0,3682585.0,3586520.0
Sweden,SWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32976.0,,,,,43968.0,40304.0,40304.0,80608.0,58624.0,98928.0,87936.0,80608.0,80608.0,139232.0,194192.0,201520.0,216176.0,216176.0,227168.0,337088.0,315104.0,476320.0,611888.0,512960.03,754784.0,751120.0,967296.0,985616.0,985616.0,1036911.94,1080880.0,1113856.0,1036911.94,1223776.0,1088208.0,1341024.0,1432624.0,1711088.0,1736736.0,1872304.0,2275344.0,2429232.0,2572128.0,2180080.0,2213056.0,2828608.0,2751664.0,3147376.0,3216992.0,3550416.0,3828880.0,3751936.0,3803232.0,4246576.0,4957392.0,4946400.0,5279824.0,5250512.0,5279824.0,5891712.0,5954000.0,6155520.0,6855344.0,7298688.0,9134352.0,9170992.0,8522464.0,8925504.0,9804864.0,10325152.0,10163936.0,11292448.0,12772704.0,13755428.0,12669882.0,13117328.0,12792751.0,14187705.0,15953268.0,14985189.0,15101660.0,15931912.0,6903629.0,8115357.5,7797207.0,10542065.0,6133385.0,10126600.0,12294173.0,14642477.0,13119573.0,12769362.0,17874824.0,16244894.0,19369774.0,18932354.0,18944282.0,18736918.0,19517262.0,21732500.0,22864024.0,25047560.0,28942064.0,26134964.0,29299888.0,18474730.0,15041770.0,13022192.0,15835729.0,12442329.0,4549445.0,17376102.0,25092130.0,30800910.0,26831936.0,28655598.0,33436760.0,34520976.0,32548794.0,34493936.0,39095560.0,43375350.0,38843164.0,42070908.0,42388396.0,49170520.0,48799508.0,51272588.0,55313056.0,60368068.0,62562212.0,72517360.0,68929740.0,77606030.0,86381140.0,92287020.0,84508860.0,84703224.0,87289530.0,79822840.0,80760120.0,88240856.0,85740390.0,79476490.0,84868580.0,71713690.0,69388504.0,62256744.0,58268316.0,57308090.0,62364010.0,62009780.0,59694708.0,57425120.0,55520776.0,57509900.0,57739636.0,57567240.0,57560864.0,60014544.0,59506170.0,63381056.0,58383136.0,58801836.0,55981610.0,54930064.0,55837576.0,56685410.0,57292210.0,56516920.0,53875336.0,53738076.0,52994140.0,50866884.0,47238908.0,53120372.0,49210976.0,46712080.0,45202084.0,43473364.0,43418744.0,43414110.0,42456588.0,42036584.0,41006040.0,36686484.0,38524788.0,38050544.0
Switzerland,CHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146560.0,205184.0,304112.0,425024.0,468992.0,468992.0,571584.0,696160.0,688832.0,674176.0,769440.0,743792.0,897680.0,1110192.0,1275072.0,1238432.0,1168816.0,1278736.0,1494912.0,1417968.0,1355680.0,1447280.0,1670784.0,1564528.0,1729408.0,1912608.0,1963904.0,2044512.0,2084816.0,2257024.0,2304656.0,2542816.0,2876240.0,3521104.0,3469808.0,2876240.0,3583392.0,3847200.0,4209936.0,4440768.0,4748544.0,5122272.0,5675536.0,5184560.0,5235856.0,5671872.0,5961328.0,6239792.0,6895648.0,7998512.0,8005840.5,8068127.5,7789664.0,8610400.0,8760624.0,9251600.0,8427200.0,8925504.0,8482160.0,6107888.0,5745152.0,4605648.0,7232736.0,4466416.0,6151856.0,7665088.0,7232736.0,7536848.0,7456240.0,8595744.0,8963252.0,10263735.0,9556195.0,10094537.0,10222985.0,9566704.0,9555712.0,9475104.0,9920062.0,10464384.0,10458105.0,11860368.0,8311001.0,6625295.0,5838634.0,6172353.0,4450036.0,1621488.0,5764343.0,9445593.0,10211101.0,8529504.0,10232846.0,12298391.0,11224575.0,10333419.0,12593158.0,13614194.0,17060948.0,17694314.0,16284983.0,16601730.0,19498528.0,20360942.0,24123366.0,29070360.0,28129376.0,30328936.0,31489262.0,32519440.0,35981330.0,38046964.0,40244320.0,41888012.0,42915936.0,46202676.0,41427070.0,39051350.0,40437372.0,41038076.0,42170260.0,39864964.0,40490604.0,38812388.0,36585736.0,40022812.0,39128720.0,39780900.0,42246576.0,40205244.0,40662424.0,39419076.0,44161000.0,46136910.0,46018556.0,43605820.0,42666300.0,43407790.0,44099084.0,43035148.0,44613704.0,44436972.0,43614184.0,45080920.0,43460932.0,44646084.0,45231410.0,45778290.0,45367704.0,43362896.0,44705780.0,43529708.0,45043332.0,40981070.0,42248652.0,43182480.0,39228588.0,38725590.0,39178640.0,38172092.0,36867250.0,36726916.0,34235224.0,35787340.0,35380164.0
Syria,SYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3634.0,10903.0,14537.0,10903.0,14537.0,29074.0,61783.0,61783.0,58149.0,21806.0,21806.0,54514.0,36343.0,18171.0,18171.0,21806.0,25440.0,25440.0,29074.0,413762.0,380789.0,475696.0,512069.0,577895.0,1644066.0,2002901.1,1980946.0,2167513.0,2225896.0,3218695.0,3060935.0,3199872.0,3606276.0,4361268.0,3672258.0,4910928.0,4603211.0,5953950.0,7232626.0,6649929.0,8874187.0,7756279.0,7885176.0,9654411.0,11171188.0,13737146.0,14632356.0,15181394.0,22484598.0,20726688.0,26534616.0,24364442.0,27774502.0,32849010.0,29389378.0,31073248.0,35942868.0,36679116.0,34271284.0,37045332.0,42200812.0,42561740.0,45221630.0,45650096.0,46082532.0,47127708.0,49256710.0,53158420.0,55150680.0,54171076.0,50951036.0,40349620.0,54977924.0,51286628.0,50751040.0,53663740.0,66660340.0,67755630.0,62968376.0,61721950.0,58835576.0,45850204.0,34042910.0,30943050.0,28603272.0,26936300.0,28443664.0,32424630.0,28677104.0,26312742.0,27217022.0,27635256.0
Taiwan,TWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3664.0,51296.0,113584.0,80608.0,109920.0,175872.0,256480.02,216176.0,219840.0,252815.98,274800.0,359072.0,410368.0,487312.0,615552.0,677840.0,740128.0,853712.0,919664.0,1014928.0,1384992.0,1799024.0,2143440.0,2909216.0,3044784.0,2755328.0,3572400.0,3832544.0,3993760.0,4488400.0,4752208.0,4928080.0,4202608.0,4191616.0,4242912.0,3773920.0,3594384.0,4195280.0,4173296.0,4363824.0,4733888.0,5250512.0,5899040.0,7181440.0,7767680.0,7935362.0,6418406.0,6425409.0,4630315.0,2187408.0,2861584.0,3619259.0,4538746.0,4472556.0,3783573.0,4908185.0,6391866.0,6472178.0,6486776.0,7197383.0,7684695.0,8182938.5,9569933.0,10991355.0,11873904.0,12528452.0,14164804.0,15108601.0,16907178.0,17844806.0,19461588.0,21969916.0,24140614.0,26290996.0,28734026.0,31474938.0,35871510.0,40244864.0,39309716.0,43454064.0,56100036.0,61129988.0,71027624.0,75765810.0,83514630.0,75051900.0,75384830.0,83138060.0,84864936.0,84733960.0,94333400.0,98206200.0,113093380.0,123126424.0,124184000.0,133604000.0,142188000.0,153808000.0,161174000.0,168886990.0,176794000.0,190557010.0,200172000.0,207808000.0,226900000.0,229777000.0,237326000.0,248248000.0,257882990.0,266459980.0,276159000.0,279800000.0,266594000.0,252505010.0,270148000.0,276282980.0,272739000.0,273873000.0,276371000.0,275868000.0,279730980.0,285247000.0,283416000.0,273954020.0,271788800.0,291201400.0,277900930.0
Tajikistan,TJK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,72.0,48.0,60.0,,,,,,,,,,,,,,,,,371.0,,,,,1126.0,,,1581.0,1677.0,2216.0,2815.0,2540.0,2660.0,2983.0,2851.0,9009.0,10339.0,8602.0,11668.0,12663.0,17095.0,17550.0,16472.0,19994.0,23013.0,28572.0,29159.0,38108.0,39102.0,45871.0,48315.0,50890.0,57923.0,58809.0,64056.0,65697.0,69519.0,72514.0,78312.0,88687.0,97648.0,103362.0,121152.0,123392.0,141781.0,144333.0,166879.0,187161.0,217123.0,245958.0,252511.0,243886.0,238566.0,265425.0,236925.0,270241.0,302695.0,304551.0,321491.0,315285.0,326882.0,370285.0,402247.0,363037.0,333219.0,355154.0,326858.0,130353.0,111341.0,101529.0,110107.0,134282.0,148334.0,176727.0,174426.0,252727.0,314207.0,347873.0,374708.0,510272.97,613142.0,690359.0,771751.0,933209.0,1055813.0,1210016.0,1237725.0,1306416.0,1322452.0,1585333.0,1393009.0,759270.0,792418.0,1149154.0,1214977.0,1364258.0,1642220.0,1746471.0,1985079.0,2211518.0,2396014.0,2565760.0,2714299.0,2963699.0,3360556.0,3685794.0,4033618.0,4305975.0,4527140.0,4713781.0,4862843.0,5106647.0,5478692.0,5828155.0,6183212.0,6530771.0,6832390.0,7027783.0,7321733.0,7702683.0,8178735.5,8610200.0,8979680.0,9327972.0,9809264.0,10184882.0,10530749.0,10894571.0,10982300.0,11411372.0,11200802.0,11411028.0,11574380.0,11676708.0,12585604.0,12041897.0,11813448.0,12756665.0,12658985.0,11965114.0,9658038.0,7308103.0,5170596.0,2355098.0,2445277.0,2823798.0,2150084.0,2496671.0,2517199.0,2233862.0,2287606.0,1877243.0,2070857.0,2560492.0,2439487.0,2655168.0,3227096.0,2896020.0,2443974.0,2536415.0,2340736.0,2933412.0,2906893.0,4600122.0,5302282.0,5692501.0,6858048.0,8060483.0,8856778.0,9298944.0,9980379.0,10017384.0
Tanzania,TZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498304.0,447008.0,538608.0,527616.0,538608.0,556928.0,659520.0,762112.0,802416.0,688832.0,828064.0,703488.0,765776.0,802416.0,1033247.94,1161488.0,1370129.0,1758126.0,1651841.0,1794677.0,1765365.0,2461495.0,2164473.0,3182738.0,2303467.0,2281601.0,2785968.0,2007622.0,2197332.0,2062789.9,1873642.0,2106825.0,2148300.0,2196304.0,2346983.0,2337900.0,2277593.0,2367510.0,2271686.0,2161598.0,2112309.0,2255268.0,2177588.0,2426036.0,2063123.0,2433890.0,2526706.0,2824358.0,2480937.0,2458755.0,2571821.0,3040810.0,3485616.0,3687241.0,4221283.0,5355817.0,5876241.0,5706146.0,5911275.0,5767178.0,6922992.0,7523881.0,8784956.0,9686995.0,9198410.0,9723330.0,10213532.0,11233944.0,11837862.0,13743298.0,14168675.0,15417177.0,15569999.0
Thailand,THA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29074.0,25440.0,21806.0,25440.0,25440.0,29074.0,36343.0,39977.0,47246.0,58149.0,58149.0,,32708.998,14537.0,,,29074.0,39977.0,61783.0,955618.0,1090624.0,1277729.0,1643977.0,2050292.0,2372727.0,2618158.0,2922236.0,3017294.0,3321198.0,3709492.0,4140715.0,5026779.0,5561604.0,7470283.0,7440199.0,9465437.0,12150141.0,17075662.0,14540027.0,15352543.0,19202178.0,21759532.0,24344560.0,24103836.0,24236140.0,28554744.0,31869152.0,34741212.0,36362616.0,39717524.0,37523256.0,37311810.0,41745956.0,45116800.0,47791670.0,48768180.0,53571300.0,60490628.0,71403816.0,86563260.0,95044850.0,105513440.0,121855064.0,136870020.0,153650030.0,173565810.0,181202720.0,159704050.0,167234720.0,167352140.0,172266850.0,184665460.0,191087730.0,207330690.0,214325140.0,215824670.0,224082600.0,224248700.0,228836240.0,241018980.0,244878160.0,262347660.0,263753500.0,272487650.0,277098700.0,284045300.0,283347620.0,288346340.0,281870340.0,271852000.0,267219020.0,270746370.0
Togo,TGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25648.0,25648.0,43968.0,29312.0,32976.0,40304.0,40304.0,47632.0,47632.0,54960.0,65952.0,91600.0,87936.0,106256.0,131904.0,131904.0,179536.0,197856.0,194192.0,241824.0,274800.0,315104.0,404950.0,411639.0,390468.0,311440.0,322432.0,461664.0,355408.0,1381328.0,794433.0,706484.0,817874.0,623627.0,694581.0,659031.0,847915.0,924976.0,963449.0,1024183.06,977644.0,1049806.0,1030496.0,1068807.0,1006679.06,1174741.0,1265171.0,878986.0,1289967.0,1850434.0,1331372.0,1158913.0,1322471.0,1804731.0,1743929.0,1721591.0,1500506.0,1516752.0,1522778.0,2740838.0,2595698.0,2503920.0,2215629.0,1642552.0,1541898.0,1863341.0,2311978.0,1991390.0,2165189.0,2414997.0,2381218.0,2555860.0,2575560.0
Tonga,TON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7328.0,7328.0,7328.0,7328.0,7328.0,7328.0,7328.0,7328.0,7328.0,7328.0,10992.0,10992.0,10992.0,10992.0,10992.0,10992.0,10992.0,14656.0,14656.0,10992.0,25648.0,18320.0,21984.0,25648.0,21984.0,32976.0,29312.0,29312.0,36640.0,40304.0,40304.0,47632.0,43968.0,47632.0,47632.0,47632.0,47632.0,54960.0,69616.0,69616.0,84272.0,87936.0,69616.0,84272.0,91600.0,95264.0,76944.0,98928.0,87936.0,109920.0,95264.0,87936.0,102592.0,117248.0,109920.0,113584.0,128240.01,113584.0,120912.0,131904.0,117248.0,102592.0,106256.0,113584.0,113584.0,117248.0,124576.0,135568.0,135568.0,161216.0,183200.0,191163.0,189008.0
